"shots_detailID","TableIndex","MatchID","GameWeek","Player","ForTeam","AgainstTeam","RelativeStrength","Time","ShotOutcome","AssistedBy","ShotType","ShotPosition","ShotSide","Close"
"210","3","58910","2","Patrick Bamford","Leeds United","Fulham","0","50","Goal","Mateusz Klich","right footed shot","the box","the left","close"
"211","4","58910","2","Mateusz Klich","Leeds United","Fulham","0","41","Goal","N/A","right footed shot","penalty","N/A","close"
"212","5","58910","2","Aleksandar Mitrovic","Fulham","Leeds United","0","35","Goal","N/A","right footed shot","penalty","N/A","close"
"213","6","58910","2","Helder Costa","Leeds United","Fulham","0","5","Goal","N/A","left footed shot","a difficult angle","the left","close"
"214","7","58910","2","Neeskens Kebano","Fulham","Leeds United","0","69","Woodwork","Andre-Frank Zambo Anguissa","right footed shot","the box","the left","close"
"215","8","58910","2","Jack Harrison","Leeds United","Fulham","0","87","Blocked","N/A","left footed shot","outside the box","N/A","not close"
"216","9","58910","2","Aleksandar Mitrovic","Fulham","Leeds United","0","67","Blocked","Ivan Cavaleiro","right footed shot","outside the box","N/A","not close"
"217","10","58910","2","Andre-Frank Zambo Anguissa","Fulham","Leeds United","0","22","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"218","11","58910","2","Michael Hector","Fulham","Leeds United","0","13","Blocked","Ivan Cavaleiro","header","the box","the centre","not close"
"219","12","58910","2","Aleksandar Mitrovic","Fulham","Leeds United","0","75","Saved","N/A","right footed shot","the box","the centre","close"
"220","13","58910","2","Tyler Roberts","Leeds United","Fulham","0","74","Saved","Helder Costa","right footed shot","outside the box","N/A","close"
"221","14","58910","2","Ezgjan Alioski","Leeds United","Fulham","0","74","Saved","Tyler Roberts","left footed shot","the box","the left","close"
"222","15","58910","2","Aleksandar Mitrovic","Fulham","Leeds United","0","53","Saved","Harrison Reed","right footed shot","outside the box","N/A","close"
"223","16","58910","2","Harrison Reed","Fulham","Leeds United","0","45+1","Saved","Andre-Frank Zambo Anguissa","right footed shot","outside the box","N/A","close"
"224","17","58910","2","Robin Koch","Leeds United","Fulham","0","26","Saved","Kalvin Phillips","header","the box","the centre","close"
"225","18","58910","2","Denis Odoi","Fulham","Leeds United","0","90+4","Miss","Michael Hector","left footed shot","outside the box","N/A","not close"
"226","19","58910","2","Jack Harrison","Leeds United","Fulham","0","75","Miss","Illan Meslier","left footed shot","the box","the left","close"
"227","20","58910","2","Aleksandar Mitrovic","Fulham","Leeds United","0","70","Miss","Kenny Tete","header","the box","the centre","not close"
"228","21","58910","2","Robin Koch","Leeds United","Fulham","0","66","Miss","Kalvin Phillips","header","the box","the centre","not close"
"229","22","58910","2","Harrison Reed","Fulham","Leeds United","0","14","Miss","N/A","right footed shot","outside the box","N/A","not close"
"230","23","58910","2","Joe Bryan","Fulham","Leeds United","0","3","Miss","N/A","left footed shot","outside the box","N/A","close"
"231","0","58912","2","Wilfried Zaha","Crystal Palace","Manchester United","-1","85","Goal","N/A","right footed shot","the box","the centre","close"
"232","1","58912","2","Donny van de Beek","Manchester United","Crystal Palace","1","80","Goal","N/A","right footed shot","the box","the centre","close"
"233","2","58912","2","Wilfried Zaha","Crystal Palace","Manchester United","-1","74","Goal","N/A","right footed shot","penalty","N/A","close"
"234","3","58912","2","Andros Townsend","Crystal Palace","Manchester United","-1","7","Goal","Jeffrey Schlupp","right footed shot","the box","the centre","close"
"235","4","58912","2","Bruno Fernandes","Manchester United","Crystal Palace","1","90+7","Blocked","Marcus Rashford","right footed shot","outside the box","N/A","not close"
"236","5","58912","2","Anthony Martial","Manchester United","Crystal Palace","1","90+1","Blocked","Bruno Fernandes","right footed shot","outside the box","N/A","not close"
"237","6","58912","2","Mason Greenwood","Manchester United","Crystal Palace","1","80","Blocked","Scott McTominay","left footed shot","outside the box","N/A","not close"
"238","7","58912","2","Mason Greenwood","Manchester United","Crystal Palace","1","65","Blocked","Timothy Fosu-Mensah","left footed shot","outside the box","N/A","not close"
"239","8","58912","2","Jeffrey Schlupp","Crystal Palace","Manchester United","-1","63","Blocked","Andros Townsend","left footed shot","outside the box","N/A","not close"
"240","9","58912","2","Andros Townsend","Crystal Palace","Manchester United","-1","54","Blocked","Wilfried Zaha","left footed shot","the box","the centre","not close"
"241","10","58912","2","Wilfried Zaha","Crystal Palace","Manchester United","-1","51","Blocked","Jeffrey Schlupp","right footed shot","the box","the left","not close"
"242","11","58912","2","Bruno Fernandes","Manchester United","Crystal Palace","1","41","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"243","12","58912","2","Daniel James","Manchester United","Crystal Palace","1","36","Blocked","N/A","right footed shot","the box","the right","not close"
"244","13","58912","2","Marcus Rashford","Manchester United","Crystal Palace","1","34","Blocked","Scott McTominay","right footed shot","outside the box","N/A","not close"
"245","14","58912","2","Scott McTominay","Manchester United","Crystal Palace","1","22","Blocked","Bruno Fernandes","right footed shot","the box","the left","not close"
"246","15","58912","2","Timothy Fosu-Mensah","Manchester United","Crystal Palace","1","13","Blocked","Bruno Fernandes","right footed shot","outside the box","N/A","not close"
"247","16","58912","2","Paul Pogba","Manchester United","Crystal Palace","1","51","Saved","N/A","left footed shot","outside the box","N/A","close"
"248","17","58912","2","Jordan Ayew","Crystal Palace","Manchester United","-1","49","Saved","Andros Townsend","right footed shot","outside the box","N/A","close"
"249","18","58912","2","Jordan Ayew","Crystal Palace","Manchester United","-1","45+1","Saved","Wilfried Zaha","right footed shot","the box","the left","close"
"250","19","58912","2","Bruno Fernandes","Manchester United","Crystal Palace","1","26","Saved","N/A","left footed shot","outside the box","N/A","close"
"251","20","58912","2","Paul Pogba","Manchester United","Crystal Palace","1","20","Saved","Marcus Rashford","right footed shot","outside the box","N/A","close"
"252","21","58912","2","Michy Batshuayi","Crystal Palace","Manchester United","-1","90","Miss","Cheikhou Kouyate","left footed shot","outside the box","N/A","not close"
"253","22","58912","2","Jordan Ayew","Crystal Palace","Manchester United","-1","69","Miss","Wilfried Zaha","right footed shot","the box","the centre","not close"
"254","23","58912","2","Victor Lindelof","Manchester United","Crystal Palace","1","68","Miss","Scott McTominay","right footed shot","the box","the centre","not close"
"255","24","58912","2","Scott McTominay","Manchester United","Crystal Palace","1","68","Miss","Bruno Fernandes","header","the box","the centre","not close"
"256","25","58912","2","Mason Greenwood","Manchester United","Crystal Palace","1","60","Miss","Timothy Fosu-Mensah","header","the box","the centre","close"
"257","26","58912","2","Wilfried Zaha","Crystal Palace","Manchester United","-1","45+2","Miss","Joel Ward","right footed shot","outside the box","N/A","close"
"258","27","58912","2","Jeffrey Schlupp","Crystal Palace","Manchester United","-1","31","Miss","N/A","right footed shot","the box","the centre","close"
"259","28","58912","2","Andros Townsend","Crystal Palace","Manchester United","-1","25","Miss","Wilfried Zaha","left footed shot","the box","the centre","not close"
"260","29","58912","2","Harry Maguire","Manchester United","Crystal Palace","1","24","Miss","Bruno Fernandes","header","the box","the centre","not close"
"261","30","58912","2","Andros Townsend","Crystal Palace","Manchester United","-1","11","Miss","Jeffrey Schlupp","left footed shot","outside the box","N/A","not close"
"262","0","58913","2","Aaron Connolly","Brighton and Hove Albion","Newcastle United","-1","83","Goal","Neal Maupay","right footed shot","the box","the left","close"
"263","1","58913","2","Neal Maupay","Brighton and Hove Albion","Newcastle United","-1","7","Goal","Leandro Trossard","left footed shot","very close range","N/A","close"
"264","2","58913","2","Neal Maupay","Brighton and Hove Albion","Newcastle United","-1","4","Goal","N/A","right footed shot","penalty","N/A","close"
"265","3","58913","2","Leandro Trossard","Brighton and Hove Albion","Newcastle United","-1","71","Woodwork","Aaron Connolly","right footed shot","outside the box","N/A","close"
"266","4","58913","2","Alireza Jahanbakhsh","Brighton and Hove Albion","Newcastle United","-1","90+1","Blocked","Leandro Trossard","right footed shot","the box","the centre","not close"
"267","5","58913","2","Isaac Hayden","Newcastle United","Brighton and Hove Albion","1","86","Blocked","Miguel Almiron","right footed shot","outside the box","N/A","not close"
"268","6","58913","2","Jonjo Shelvey","Newcastle United","Brighton and Hove Albion","1","40","Blocked","Isaac Hayden","right footed shot","outside the box","N/A","not close"
"269","7","58913","2","Neal Maupay","Brighton and Hove Albion","Newcastle United","-1","61","Saved","Solly March","left footed shot","outside the box","N/A","close"
"270","8","58913","2","Leandro Trossard","Brighton and Hove Albion","Newcastle United","-1","57","Saved","N/A","left footed shot","outside the box","N/A","close"
"271","9","58913","2","Tariq Lamptey","Brighton and Hove Albion","Newcastle United","-1","45+4","Saved","Steven Alzate","right footed shot","a difficult angle","the right","close"
"272","10","58913","2","Neal Maupay","Brighton and Hove Albion","Newcastle United","-1","90+3","Miss","Alireza Jahanbakhsh","left footed shot","outside the box","N/A","not close"
"273","11","58913","2","Jeff Hendrick","Newcastle United","Brighton and Hove Albion","1","80","Miss","N/A","right footed shot","outside the box","N/A","not close"
"274","12","58913","2","Aaron Connolly","Brighton and Hove Albion","Newcastle United","-1","73","Miss","N/A","right footed shot","the box","the centre","not close"
"275","13","58913","2","Callum Wilson","Newcastle United","Brighton and Hove Albion","1","63","Miss","Miguel Almiron","header","the box","the centre","not close"
"276","14","58913","2","Jamaal Lascelles","Newcastle United","Brighton and Hove Albion","1","55","Miss","Jonjo Shelvey","header","the box","the centre","not close"
"277","15","58913","2","Jonjo Shelvey","Newcastle United","Brighton and Hove Albion","1","52","Miss","Miguel Almiron","right footed shot","the box","the centre","not close"
"278","16","58913","2","Yves Bissouma","Brighton and Hove Albion","Newcastle United","-1","44","Miss","N/A","right footed shot","outside the box","N/A","not close"
"279","17","58913","2","Leandro Trossard","Brighton and Hove Albion","Newcastle United","-1","39","Miss","N/A","left footed shot","outside the box","N/A","not close"
"280","18","58913","2","Yves Bissouma","Brighton and Hove Albion","Newcastle United","-1","22","Miss","Leandro Trossard","right footed shot","outside the box","N/A","not close"
"281","0","58914","2","Danny Ings","Southampton","Tottenham Hotspur","-1","90","Goal","N/A","right footed shot","penalty","N/A","close"
"282","1","58914","2","Harry Kane","Tottenham Hotspur","Southampton","1","82","Goal","N/A","left footed shot","very close range","N/A","close"
"283","2","58914","2","Son Heung-Min","Tottenham Hotspur","Southampton","1","73","Goal","Harry Kane","left footed shot","the six yard box","the left","close"
"284","3","58914","2","Son Heung-Min","Tottenham Hotspur","Southampton","1","64","Goal","Harry Kane","right footed shot","the box","the centre","close"
"285","4","58914","2","Son Heung-Min","Tottenham Hotspur","Southampton","1","47","Goal","Harry Kane","left footed shot","the box","the centre","close"
"286","5","58914","2","Son Heung-Min","Tottenham Hotspur","Southampton","1","45+2","Goal","Harry Kane","right footed shot","the box","the right","close"
"287","6","58914","2","Danny Ings","Southampton","Tottenham Hotspur","-1","32","Goal","Kyle Walker-Peters","right footed shot","the box","the right","close"
